name,,location,address,,,,,food,cost ,,tablebooking,onlinedelivery,,,,rating,,Rating text,cuisines,food,cost
Veg Gulati,,New Delhi,"8, Pandara Road Market, New Delhi",,,,,North Indian,1200,,No,Yes,,,,3.8,,Good,,North Indian,1200
Chor Bizarre,,New Delhi,"Bikaner House, Pandara Road Market, New Delhi",,,,,North Indian,1600,,Yes,No,,,,4.4,,Very Good,,North Indian,1600
Gulati,,New Delhi,"6, Pandara Road Market, New Delhi",,,,,"North Indian, Mughlai",1500,,No,Yes,,,,4.4,,Very Good,,"North Indian, Mughlai",1500
Havemore,,New Delhi,"11-12, Pandara Road Market, New Delhi",,,,,North Indian,1500,,Yes,No,,,,4.1,,Very Good,,North Indian,1500
Aggarwal Sweets,,New Delhi,"A 15, Ganesh Nagar Complex, Pandav Nagar, New Delhi",,,,,Street Food,250,,No,No,,,,2.9,,Average,,Street Food,250
Om Sai Dosa Corner,,New Delhi,"109, Near D Park, Pandav Nagar, New Delhi",,,,,"South Indian, Chinese",350,,No,No,,,,2.9,,Average,,"South Indian, Chinese",350
Angelena Restaurant,,New Delhi,"D 490, West Vinod Nagar, Pandav Nagar, New Delhi",,,,,"North Indian, Chinese",350,,No,No,,,,0,,Not rated,,"North Indian, Chinese",350
Chennai Dosa Express,,New Delhi,"E-167/3, Samaspur Road, Pandav Nagar, New Delhi",,,,,South Indian,300,,No,No,,,,0,,Not rated,,South Indian,300
Chennai Dosa Xpress,,New Delhi,"167/3, Samasthpur Road, Pandav Nagar, New Delhi",,,,,South Indian,300,,No,No,,,,0,,Not rated,,South Indian,300
Domino's Pizza,,New Delhi,"Ground Floor, Plot 69, Opposite Mother dairy, Pandav Nagar, New Delhi",,,,,"Pizza, Fast Food",700,,No,No,,,,0,,Not rated,,"Pizza, Fast Food",700
Foodizm,,New Delhi,"Pandit Complex, Bhandari Chimint, Pandav Nagar, New Delhi",,,,,"North Indian, Chinese",250,,No,No,,,,0,,Not rated,,"North Indian, Chinese",250
Healthy Nutrienty,,New Delhi,"Pandav Nagar, New Delhi",,,,,"Beverages, Healthy Food",250,,No,No,,,,0,,Not rated,,"Beverages, Healthy Food",250
Kalka Ji Rasoi,,New Delhi,"A-61, Ganesh Nagar, Pandav Nagar, New Delhi",,,,,"Street Food, Chinese",200,,No,No,,,,0,,Not rated,,"Street Food, Chinese",200
Kolkata Biriyani On Call,,New Delhi,"Pandav Nagar, New Delhi",,,,,Biryani,500,,No,No,,,,0,,Not rated,,Biryani,500
Mahavir Sweets,,New Delhi,"J-37, Opposite Mother Dairy, Pandav Nagar, New Delhi",,,,,Mithai,250,,No,No,,,,0,,Not rated,,Mithai,250
Massi's Kitchen,,New Delhi,"494, Ganesh Nagar 2, Pandav Nagar, New Delhi",,,,,North Indian,200,,No,No,,,,0,,Not rated,,North Indian,200
New Shama Chicken Restaurant,,New Delhi,"Ganesh Nagar Complex, Pandav Nagar, New Delhi",,,,,Biryani,350,,No,No,,,,0,,Not rated,,Biryani,350
Pizza King,,New Delhi,"Shop 24, Near D Park, Pandav Nagar, New Delhi",,,,,Pizza,600,,No,No,,,,0,,Not rated,,Pizza,600
Raj Shri,,New Delhi,"Mandawali Fazalpur, Pandav Nagar, New Delhi",,,,,North Indian,200,,No,No,,,,0,,Not rated,,North Indian,200
Roll Junction,,New Delhi,"F 205 & 206, Near Akshardham Temple, Pandav Nagar, New Delhi",,,,,North Indian,150,,No,No,,,,0,,Not rated,,North Indian,150
Sai Bhojanalay,,New Delhi,"Plot 43, Near D-Park, Pandav Nagar, New Delhi",,,,,North Indian,300,,No,No,,,,0,,Not rated,,North Indian,300
Shree Balaji Caterers,,New Delhi,"A-106, Opposite Fair Price, Pandav Nagar, New Delhi",,,,,"Mughlai, Fast Food",300,,No,No,,,,0,,Not rated,,"Mughlai, Fast Food",300
Smily Cakes,,New Delhi,"B-75, West Vinod Nagar, Pandav Nagar, New Delhi",,,,,Bakery,250,,No,No,,,,0,,Not rated,,Bakery,250
Zaika Restaurant,,New Delhi,"B-83, Ganesh Nagar Complex, Pandav Nagar, New Delhi",,,,,"Mughlai, North Indian",350,,No,No,,,,0,,Not rated,,"Mughlai, North Indian",350
"34, Chowringhee Lane",,New Delhi,"Shop 9, Block A2, DDA Market, Paschim Vihar, New Delhi",,,,,Fast Food,350,,No,Yes,,,,2.7,,Average,,Fast Food,350
A Pizza House,,New Delhi,"Shop 10, A2, Paschim Vihar, New Delhi",,,,,"Pizza, Fast Food",500,,No,Yes,,,,2.9,,Average,,"Pizza, Fast Food",500
Amrit Family Rasoi,,New Delhi,"2, BG-6, DDA Market, Paschim Vihar, New Delhi",,,,,"Chinese, North Indian",400,,No,No,,,,2.8,,Average,,"Chinese, North Indian",400
Bake Club,,New Delhi,"B-2/9, Near HDFC Bank, Paschim Vihar, New Delhi",,,,,"Bakery, Fast Food",250,,No,Yes,,,,3.1,,Average,,"Bakery, Fast Food",250
Cafe Coffee Day,,New Delhi,"A3/320, Jwala Heri Market, Paschim Vihar, New Delhi",,,,,Cafe,450,,No,No,,,,3.3,,Average,,Cafe,450
Cake O Frost,,New Delhi,"Paschim Vihar, New Delhi",,,,,Bakery,350,,No,No,,,,3.3,,Average,,Bakery,350
Chawla Kitchen,,New Delhi,"G-29, Vardhaman Plaza, Near Bank Of India Bank Bhera Enclave, Paschim Vihar, New Delhi",,,,,"North Indian, Mughlai, Chinese",600,,No,Yes,,,,3.3,,Average,,"North Indian, Mughlai, Chinese",600
Cherry Fresh,,New Delhi,"A-3, DDA market, Paschim Vihar, New Delhi",,,,,"Ice Cream, Desserts",200,,No,Yes,,,,3.3,,Average,,"Ice Cream, Desserts",200
Chocooze,,New Delhi,"Sunder Vihar, Paschim Vihar, New Delhi",,,,,Bakery,300,,No,No,,,,3.2,,Average,,Bakery,300
Chuk Chuk Mail,,New Delhi,"Opposite A 5, DDA Market, Paschim Vihar, New Delhi",,,,,"Chinese, Fast Food",300,,No,No,,,,2.9,,Average,,"Chinese, Fast Food",300
Da Pizza Bakers,,New Delhi,"RR-11, Miyanwali Nagar, Opposite Metro Pillar 300, Paschim Vihar, New Delhi",,,,,Pizza,500,,No,Yes,,,,3.1,,Average,,Pizza,500
Domino's Pizza,,New Delhi,"1 & 2, Block A-5 B, DDA Market, Paschim Vihar, New Delhi",,,,,"Pizza, Fast Food",700,,No,No,,,,3.2,,Average,,"Pizza, Fast Food",700
Green Chick Chop,,New Delhi,"1, A-4, Gole DDA Market, Paschim Vihar, New Delhi",,,,,"Raw Meats, North Indian, Fast Food",350,,No,Yes,,,,3.3,,Average,,"Raw Meats, North Indian, Fast Food",350
Grill Zone,,New Delhi,"A-4 DDA Market, Near Saakshara Apartments, Paschim Vihar, New Delhi",,,,,"Fast Food, Italian, Pizza",300,,No,Yes,,,,3.4,,Average,,"Fast Food, Italian, Pizza",300
Grover Mithaivala,,New Delhi,"A-4/43, Paschim Vihar, New Delhi",,,,,"Mithai, Street Food",100,,No,No,,,,3.4,,Average,,"Mithai, Street Food",100
Hong Kong Express,,New Delhi,"Shop 183, Avtar Enclave, Paschim Vihar, New Delhi",,,,,"Chinese, Thai",700,,No,Yes,,,,3.2,,Average,,"Chinese, Thai",700
Hot Spot Roll Corner,,New Delhi,"G 68, Satyam Tower, Near Post Office, Paschim Vihar, New Delhi",,,,,Fast Food,150,,No,No,,,,3.2,,Average,,Fast Food,150
Jaiveer Naan & Chaap,,New Delhi,"BG-8 Market, Paschim Vihar, New Delhi",,,,,North Indian,400,,No,Yes,,,,3.4,,Average,,North Indian,400
Jaiveer Naan & Chaap,,New Delhi,"Jwala Heri Market, Paschim Vihar, New Delhi",,,,,North Indian,300,,No,No,,,,3.1,,Average,,North Indian,300
Kabab Hut,,New Delhi,"48, DDA Market, Sunder Plaza, Near Mother Dairy, Paschim Vihar, New Delhi",,,,,North Indian,600,,No,Yes,,,,2.9,,Average,,North Indian,600
Kabbaba,,New Delhi,"A2, Shop 9-12, JDS, DDA Community Center, Paschim Vihar, New Delhi",,,,,"North Indian, Chinese, Fast Food",500,,No,Yes,,,,3.3,,Average,,"North Indian, Chinese, Fast Food",500
McDonald's,,New Delhi,"G-1, Pushkar Enclave, Paschim Vihar, New Delhi",,,,,"Fast Food, Burger",500,,No,Yes,,,,3.3,,Average,,"Fast Food, Burger",500
New Durga Corner,,New Delhi,"3-A & 5-B, DDA Market, Paschim Vihar, New Delhi",,,,,South Indian,250,,No,No,,,,3.2,,Average,,South Indian,250
New Durga Dosa Corner,,New Delhi,"GH-14/753, Gate 6, Paschim Vihar, New Delhi",,,,,"South Indian, Fast Food",300,,No,Yes,,,,3,,Average,,"South Indian, Fast Food",300
Pishori Chicken,,New Delhi,"BG-8, DDA Market, Near Teacher's Colony, Paschim Vihar, New Delhi",,,,,North Indian,700,,No,No,,,,3.4,,Average,,North Indian,700
Pizza Break,,New Delhi,"M-139, Guru Harikishan Nagar, Paschim Vihar, New Delhi",,,,,"Pizza, Fast Food",800,,No,Yes,,,,3.4,,Average,,"Pizza, Fast Food",800
Pizza Hut Delivery,,New Delhi,"A-6/10, Chaudhary Balbir Singh Marg, Paschim Vihar, New Delhi",,,,,"Italian, Pizza, Fast Food",800,,No,Yes,,,,3.1,,Average,,"Italian, Pizza, Fast Food",800
PK Shoppe,,New Delhi,"4, D/3, KC Complex, Jwala Heri Market, Paschim Vihar, New Delhi",,,,,Fast Food,200,,No,No,,,,2.7,,Average,,Fast Food,200
Pudding & Pie,,New Delhi,"B-22, Shubham Enclave, Paschim Vihar, New Delhi",,,,,"Bakery, Desserts, Fast Food",450,,No,No,,,,2.7,,Average,,"Bakery, Desserts, Fast Food",450
Punjabi Angithi,,New Delhi,"Shop 32, A-4, DDA Market, Paschim Vihar, New Delhi",,,,,"North Indian, South Indian, Chinese",400,,No,No,,,,3.3,,Average,,"North Indian, South Indian, Chinese",400
Punjabi Handi,,New Delhi,"G-2, Balaji Plaza, Bhera Enclave, LSC, Paschim Vihar, New Delhi",,,,,"North Indian, Chinese",650,,No,Yes,,,,3.4,,Average,,"North Indian, Chinese",650
Quality Cake Shop,,New Delhi,"1/2, Opposite White House, Sunder Vihar, Paschim Vihar, New Delhi",,,,,"Desserts, Fast Food, Chinese",350,,No,Yes,,,,3.2,,Average,,"Desserts, Fast Food, Chinese",350
Rahul's Rasoi,,New Delhi,"23, B-1 Market, Paschim Vihar, New Delhi",,,,,"North Indian, Chinese",600,,No,Yes,,,,2.5,,Average,,"North Indian, Chinese",600
RTW,,New Delhi,"C-9, D Mall, Paschim Vihar, New Delhi",,,,,Street Food,150,,No,No,,,,2.6,,Average,,Street Food,150
Sahib e Aalam,,New Delhi,"34, Sunder Plaza Market, Outer Ring Road, Paschim Vihar, New Delhi",,,,,"North Indian, Mughlai",450,,No,No,,,,3.2,,Average,,"North Indian, Mughlai",450
Shree Durga Dosa,,New Delhi,"Shop 11, B-4, DDA Market, Paschim Vihar, New Delhi",,,,,"South Indian, Chinese",250,,No,No,,,,3.4,,Average,,"South Indian, Chinese",250
Shree Durga Dosa,,New Delhi,"Gg-14, Shop 561, Near HDFC Bank, Paschim Vihar, New Delhi",,,,,"South Indian, Chinese",250,,No,No,,,,2.7,,Average,,"South Indian, Chinese",250
Shree Rathnam,,New Delhi,"4, State Bank Nagar, Outer Ring Road, Paschim Vihar, New Delhi",,,,,"South Indian, North Indian, Chinese",800,,Yes,Yes,,,,3.2,,Average,,"South Indian, North Indian, Chinese",800
Sunil Momos.Com,,New Delhi,"GH-14, 1197, Paschim Vihar, New Delhi",,,,,Chinese,200,,No,Yes,,,,3.4,,Average,,Chinese,200
Temptation Food,,New Delhi,"2, Near Kishan Chand Complex, Jwala Heri Market, Paschim Vihar, New Delhi",,,,,"Chinese, Fast Food",300,,No,No,,,,2.8,,Average,,"Chinese, Fast Food",300
Wheelyz,,New Delhi,"BG-8, Shop 16, DDA Market, Paschim Vihar, New Delhi",,,,,"North Indian, Chinese, Fast Food",550,,No,No,,,,3.2,,Average,,"North Indian, Chinese, Fast Food",550
Ashok Meat Wala,,New Delhi,"Shop 16, G-H10, Sunder Vihar, Paschim Vihar, New Delhi",,,,,Mughlai,500,,No,No,,,,3.6,,Good,,Mughlai,500
Biryani Sons & Co.,,New Delhi,"Paschim Vihar, New Delhi",,,,,"Biryani, North Indian",400,,No,Yes,,,,3.8,,Good,,"Biryani, North Indian",400
Curry Tree,,New Delhi,"18, BG - 8, DDA Market, Paschim Vihar, New Delhi",,,,,North Indian,700,,No,No,,,,3.5,,Good,,North Indian,700
Deli 63,,New Delhi,"Shop 3, A-4, Opposite Paschim Vihar East Metro Station, Paschim Vihar, New Delhi",,,,,"Fast Food, Street Food",300,,No,Yes,,,,3.6,,Good,,"Fast Food, Street Food",300
Friends Shawarma,,New Delhi,"111, Sundram Tower, Paschim Vihar, New Delhi",,,,,"North Indian, Mughlai",350,,No,No,,,,3.5,,Good,,"North Indian, Mughlai",350
Ganesh Restaurant,,New Delhi,"BG-8, DDA Central Market, Paschim Vihar, New Delhi",,,,,"North Indian, Mughlai",550,,No,Yes,,,,3.8,,Good,,"North Indian, Mughlai",550
Kake Da Hotel,,New Delhi,"19, BG-8, DDA Market, Paschim Vihar, New Delhi",,,,,North Indian,600,,No,Yes,,,,3.6,,Good,,North Indian,600
Nirmal Vada Pav,,New Delhi,"Shop 26, B-1 Market, Paschim Vihar, New Delhi",,,,,Street Food,200,,No,Yes,,,,3.5,,Good,,Street Food,200
Oasis Baklawa,,New Delhi,"B 2/9, Near HDFC Bank, Paschim Vihar, New Delhi",,,,,Fast Food,400,,No,Yes,,,,3.5,,Good,,Fast Food,400
Puri Bakers,,New Delhi,"A-3/264, Paschim Vihar, New Delhi",,,,,"Bakery, Fast Food",300,,No,Yes,,,,3.6,,Good,,"Bakery, Fast Food",300
Wonder Taste of Spices,,New Delhi,"Shop 50, Ground Floor, DDA Market, Near Block B-3, Teachers Colony, Paschim Vihar, New Delhi",,,,,"North Indian, Chinese, Fast Food",600,,No,Yes,,,,3.6,,Good,,"North Indian, Chinese, Fast Food",600
Biryaniwala,,New Delhi,"G-5, Vardhman Plaza, LSC Near National Market, Bhera Enclave, Paschim Vihar, New Delhi",,,,,"Biryani, North Indian",300,,No,Yes,,,,2.1,,Poor,,"Biryani, North Indian",300
Firangi N More,,New Delhi,"Shop 33, B-1 Market, Paschim Vihar, New Delhi",,,,,"Chinese, Fast Food",400,,No,Yes,,,,2.2,,Poor,,"Chinese, Fast Food",400
Pakwan,,New Delhi,"G 9, Garg Plaza, LSC, Bhera Enclave, Paschim Vihar, New Delhi",,,,,"North Indian, Chinese, Mughlai",700,,No,Yes,,,,2.1,,Poor,,"North Indian, Chinese, Mughlai",700
Subway,,New Delhi,"M-1, Guru Harkishan Nagar, Paschim Vihar, New Delhi",,,,,"American, Fast Food, Salad, Healthy Food",500,,No,Yes,,,,2.3,,Poor,,"American, Fast Food, Salad, Healthy Food",500
24x7,,New Delhi,"JP Hotel, 6B, Near Max Hospital, Patparganj, New Delhi Patparganj",,,,,"North Indian, Continental, Chinese",1200,,Yes,No,,,,3.1,,Average,,"North Indian, Continental, Chinese",1200
Cafe Cook,,New Delhi,"A-139, Madhu Vihar, Near, Patparganj, New Delhi",,,,,"Fast Food, Desserts",400,,No,Yes,,,,2.8,,Average,,"Fast Food, Desserts",400
La-Nawaab,,New Delhi,"G-4, Atlantic Market, Near Canara Bank, Patparganj, New Delhi",,,,,"North Indian, Mughlai, Chinese",500,,No,No,,,,3,,Average,,"North Indian, Mughlai, Chinese",500
Roadside Cafe,,New Delhi,"Shop 11, C-7, Sai Chowk, Madhu Vihar, Patparganj, New Delhi",,,,,"Chinese, North Indian",450,,No,Yes,,,,2.8,,Average,,"Chinese, North Indian",450
Royal India Food Plaza,,New Delhi,"G4, Pankaj Corner Plaza, IP Extension, Patparganj, New Delhi",,,,,North Indian,400,,No,No,,,,3.2,,Average,,North Indian,400
Sir John Bakery Cafe,,New Delhi,"Shop 19, DDA Central Market, Near Balco Apartments, Patparganj, New Delhi",,,,,"Bakery, Desserts, Fast Food",500,,No,Yes,,,,3.4,,Average,,"Bakery, Desserts, Fast Food",500
Bikku Bakes,,New Delhi,"C-5, Press Apartments, Patparganj, New Delhi",,,,,"Bakery, Desserts",300,,No,No,,,,3.7,,Good,,"Bakery, Desserts",300
Giani,,New Delhi,"G-5, Aggarwal Towers, I.P.Extension, Near Ajanta Apartments, Patparganj, New Delhi",,,,,"Ice Cream, Desserts",400,,No,No,,,,3.5,,Good,,"Ice Cream, Desserts",400
Zune - Piccadily Hotel,,New Delhi,"Piccadily Hotel, District Center Complex, Janakpuri, New Delhi",,,,,"North Indian, Kashmiri, Mughlai",2000,,Yes,No,,,,2.6,,Average,,"North Indian, Kashmiri, Mughlai",2000
361 Restaurant & Banquet,,New Delhi,"361, Kohat Enclave, Pitampura, New Delhi",,,,,"North Indian, Chinese, Seafood",1100,,Yes,Yes,,,,3.4,,Average,,"North Indian, Chinese, Seafood",1100
6 Pack Momos,,New Delhi,"QU Block, DDA Market, Pitampura, New Delhi",,,,,Chinese,300,,No,No,,,,2.8,,Average,,Chinese,300
Amritsari Kulcha,,New Delhi,"Flat 22, RU Block, Opposite Power House, Pitampura, New Delhi",,,,,North Indian,100,,No,No,,,,3.1,,Average,,North Indian,100
Bake Houz,,New Delhi,"HU-7, Near Ram Lila Ground, Pitampura, New Delhi",,,,,Bakery,300,,No,Yes,,,,3,,Average,,Bakery,300
Ben's Foods,,New Delhi,"QU-272 A, Pitampura, New Delhi",,,,,"North Indian, Chinese",350,,No,Yes,,,,3.2,,Average,,"North Indian, Chinese",350
Bobby Punjabi Rasoi,,New Delhi,"24, KD Block, DDA Market, Pitampura, New Delhi",,,,,"North Indian, Mughlai",650,,No,Yes,,,,2.6,,Average,,"North Indian, Mughlai",650
Bromfy Public House,,New Delhi,"Shop 5-8, Pankaj Arcade, Near Fawara Chowk, Rani Bagh, Pitampura, New Delhi",,,,,"Continental, Italian, North Indian, Lebanese",1600,,No,No,,,,2.8,,Average,,"Continental, Italian, North Indian, Lebanese",1600
BTW,,New Delhi,"WZ 664, Rishi Nagar, Rani Bagh, Pitampura, New Delhi",,,,,"Street Food, South Indian",400,,No,No,,,,2.8,,Average,,"Street Food, South Indian",400
Chacha Shankar,,New Delhi,"KP Block, Double Tank, Near Petrol Pump, City Park Hotel, Pitampura, New Delhi",,,,,North Indian,650,,No,No,,,,3.2,,Average,,North Indian,650
Chaska,,New Delhi,"G-6, Maya Complex, GU Block, Pitampura, New Delhi",,,,,"North Indian, South Indian, Chinese, Fast Food",500,,No,Yes,,,,3.2,,Average,,"North Indian, South Indian, Chinese, Fast Food",500
Chatore.e.e,,New Delhi,"GU Block, Vardhman Complex, Pitampura, New Delhi",,,,,"North Indian, Mughlai, Chinese",400,,No,Yes,,,,3.2,,Average,,"North Indian, Mughlai, Chinese",400
Chawla's Tandoori Xpress,,New Delhi,"2 & 3, DDA Commercial Complex, Road 44, Fountain Chowk, Rani Bagh, Pitampura, New Delhi",,,,,"North Indian, Mughlai",600,,No,No,,,,2.5,,Average,,"North Indian, Mughlai",600
Chawla's Tandoori Xpress,,New Delhi,"3 & 4, Plot 7, Vardhman Shopping Complex, Pitampura, New Delhi",,,,,"North Indian, Mughlai",600,,No,No,,,,3.2,,Average,,"North Indian, Mughlai",600
Chinese Hut,,New Delhi,"JD Block Market, Pitampura, New Delhi",,,,,Chinese,450,,No,Yes,,,,2.9,,Average,,Chinese,450
Culinaria,,New Delhi,"66, Shakti Vihar, Pitampura, New Delhi",,,,,"North Indian, Chinese, Continental, Thai",1000,,Yes,No,,,,3.3,,Average,,"North Indian, Chinese, Continental, Thai",1000
Deli Cake Cafe,,New Delhi,"RP 8, Near Gopal Mandir, Pitampura, New Delhi",,,,,"Bakery, Fast Food, Chinese",250,,No,Yes,,,,3.4,,Average,,"Bakery, Fast Food, Chinese",250
Domino's Pizza,,New Delhi,"1 & 21 KD, Ground Floor, DDA Market, Pitampura, New Delhi",,,,,"Pizza, Fast Food",700,,No,No,,,,3.2,,Average,,"Pizza, Fast Food",700
Domino's Pizza,,New Delhi,"19, Ground Floor, Road 44, Community Centre, Pitampura, New Delhi",,,,,"Pizza, Fast Food",700,,No,No,,,,2.6,,Average,,"Pizza, Fast Food",700
Dragon Hut,,New Delhi,"AP Block Market, Near Corporation Bank ATM, Pitampura, New Delhi",,,,,"Chinese, Fast Food",400,,No,Yes,,,,3.3,,Average,,"Chinese, Fast Food",400
Frontier Restaurant,,New Delhi,"24, BU Block, DDA Market, Outer Ring Road, Pitampura, New Delhi",,,,,"North Indian, Chinese",600,,No,No,,,,2.5,,Average,,"North Indian, Chinese",600
Giani's,,New Delhi,"JP-8, Gopal Mandir Road, Pitampura, New Delhi",,,,,"Ice Cream, Desserts",400,,No,Yes,,,,3.1,,Average,,"Ice Cream, Desserts",400
Giani,,New Delhi,"GU- 3A, SG Century Plaza, DDA Market, Pitampura, New Delhi",,,,,"Ice Cream, Desserts",400,,No,No,,,,2.9,,Average,,"Ice Cream, Desserts",400
Grand Bikaner,,New Delhi,"C D Block, LSC, Aggarwal Chambers, Pitampura, New Delhi",,,,,"Mithai, Street Food",200,,No,Yes,,,,3,,Average,,"Mithai, Street Food",200
Hill Chillz 26,,New Delhi,"A-5, NN Tower, Road 44, Rani Bagh, Pitampura, New Delhi",,,,,"Ice Cream, Desserts",150,,No,No,,,,3.1,,Average,,"Ice Cream, Desserts",150
K's Town,,New Delhi,"S-1, SG Century Plaza, GU Block Market, Pitampura, New Delhi",,,,,"North Indian, Mughlai",500,,No,Yes,,,,2.8,,Average,,"North Indian, Mughlai",500
Laxmi Ice Cream Parlour,,New Delhi,"QU 4, Near Wah Bhai Wah, Pitampura, New Delhi",,,,,"Ice Cream, Desserts",200,,No,No,,,,3.1,,Average,,"Ice Cream, Desserts",200
Make My Day,,New Delhi,"Shop 1, 322, Rajdhani Enclave, Pitampura, New Delhi",,,,,"Desserts, Bakery, Fast Food",400,,No,Yes,,,,3.1,,Average,,"Desserts, Bakery, Fast Food",400
McDonald's,,New Delhi,"M2K Multiplex, Community Centre, Road 44, Pitampura, New Delhi",,,,,"Fast Food, Burger",500,,No,Yes,,,,3.3,,Average,,"Fast Food, Burger",500
Mikky Peshawari,,New Delhi,"7, NN Tower, Shopping Complex, Road 44, Fountain Chowk, Pitampura, New Delhi",,,,,"North Indian, Mughlai",600,,No,Yes,,,,2.8,,Average,,"North Indian, Mughlai",600
Moroca,,New Delhi,"Shop 21, Plot 4, Garg Plaza, LSC Shopping Complex, Sainik Vihar, Pitampura, New Delhi",,,,,Fast Food,350,,No,Yes,,,,3.2,,Average,,Fast Food,350
New Punjabi Dhaba and Caterers,,New Delhi,"WZ/1593, Vasundhara Market, Main Bazar, Rani Bagh, Pitampura, New Delhi",,,,,"North Indian, Chinese",400,,No,No,,,,3.2,,Average,,"North Indian, Chinese",400
Pandey Chinese Hut,,New Delhi,"Shop 7, S.G Complex, GU Market, Pitampura, New Delhi",,,,,"Chinese, Fast Food",500,,No,Yes,,,,2.7,,Average,,"Chinese, Fast Food",500
Pandey Chinese Hut,,New Delhi,"Shop 1, QU Block Park, Pitampura, New Delhi",,,,,"Chinese, Fast Food",500,,No,Yes,,,,2.7,,Average,,"Chinese, Fast Food",500
Peppers & Pipes,,New Delhi,"Shop 8, SG Complex, GU Market, Pitampura, New Delhi",,,,,"Chinese, Italian, Continental",600,,No,Yes,,,,3.1,,Average,,"Chinese, Italian, Continental",600
Punjabi Zaika,,New Delhi,"3547, Mahindra Park Chowk, Near Ram Leela Ground, Rani Bagh, Pitampura, New Delhi",,,,,"North Indian, Chinese",400,,No,No,,,,3.3,,Average,,"North Indian, Chinese",400
Punjabi's Eating Hub,,New Delhi,"G-5 & G-6, Anshul Tower, LSC, Sainik Vihar Market, Pitampura, New Delhi",,,,,"North Indian, Chinese",550,,No,Yes,,,,3.3,,Average,,"North Indian, Chinese",550
Punjabian Di Shaan,,New Delhi,"Shop G-11, Aditya Complex, KP Block, Pitampura, New Delhi",,,,,"North Indian, Mughlai, Chinese",500,,No,Yes,,,,2.6,,Average,,"North Indian, Mughlai, Chinese",500
Puran Chand,,New Delhi,"25, KD Market, Near Kohat Enclave Metro Station, Pitampura, New Delhi",,,,,North Indian,750,,No,Yes,,,,2.6,,Average,,North Indian,750
Ram Chinese Food,,New Delhi,"UU Block, Near Maharaja Agrasen Model School, Pitampura, New Delhi",,,,,Chinese,400,,No,No,,,,2.9,,Average,,Chinese,400
Rooftop,,New Delhi,"Shop 7, 1st Floor, QU Block, DDA Market, Opposite Income Tax Colony, Pitampura, New Delhi",,,,,"North Indian, Chinese, Italian",600,,No,Yes,,,,3.3,,Average,,"North Indian, Chinese, Italian",600
Ruchi's Food Junction,,New Delhi,"Shop G-41, Plot 21, Ground Floor, Commercial Complex KP Block, Pitampura, New Delhi",,,,,"North Indian, Mughlai",400,,No,Yes,,,,2.7,,Average,,"North Indian, Mughlai",400
Sahni Veg & Non Veg,,New Delhi,"G-6, Plot 6, KP Block, Community Complex, Near City Park Hotel, Pitampura, New Delhi",,,,,"North Indian, Mughlai",600,,No,No,,,,3.1,,Average,,"North Indian, Mughlai",600
